# doc_id	para_idx	verses
# source=library/source_links.json
# threshold=build_graph.MIN_SCORE (default 0.25 unless graphs were rebuilt with --min-score)
journal_of_discourses:vol_20	821	2
journal_of_discourses:vol_20	824	2
journal_of_discourses:vol_21	51	2
journal_of_discourses:vol_21	52	2
journal_of_discourses:vol_21	199	2
journal_of_discourses:vol_21	217	2
journal_of_discourses:vol_21	287	2
journal_of_discourses:vol_21	294	2
journal_of_discourses:vol_21	354	2
journal_of_discourses:vol_21	391	2
journal_of_discourses:vol_21	425	2
journal_of_discourses:vol_21	494	2
journal_of_discourses:vol_21	513	2
journal_of_discourses:vol_21	603	2
journal_of_discourses:vol_21	611	2
journal_of_discourses:vol_21	616	2
journal_of_discourses:vol_21	628	2
journal_of_discourses:vol_21	666	2
journal_of_discourses:vol_22	167	2
journal_of_discourses:vol_22	357	2
journal_of_discourses:vol_22	368	2
journal_of_discourses:vol_22	456	2
journal_of_discourses:vol_22	487	2
journal_of_discourses:vol_22	541	2
journal_of_discourses:vol_22	592	2
journal_of_discourses:vol_22	799	2
journal_of_discourses:vol_22	859	2
journal_of_discourses:vol_23	85	2
journal_of_discourses:vol_23	159	2
journal_of_discourses:vol_23	182	2
journal_of_discourses:vol_23	380	2
journal_of_discourses:vol_23	548	2
journal_of_discourses:vol_23	553	2
journal_of_discourses:vol_23	616	2
journal_of_discourses:vol_23	636	2
journal_of_discourses:vol_23	644	2
journal_of_discourses:vol_23	677	2
journal_of_discourses:vol_23	680	2
journal_of_discourses:vol_23	709	2
journal_of_discourses:vol_24	54	2
journal_of_discourses:vol_24	113	2
journal_of_discourses:vol_24	120	2
journal_of_discourses:vol_24	162	2
journal_of_discourses:vol_24	174	2
journal_of_discourses:vol_24	176	2
journal_of_discourses:vol_24	181	2
journal_of_discourses:vol_24	183	2
journal_of_discourses:vol_24	190	2
journal_of_discourses:vol_24	270	2
journal_of_discourses:vol_24	272	2
journal_of_discourses:vol_24	293	2
journal_of_discourses:vol_24	348	2
journal_of_discourses:vol_24	374	2
journal_of_discourses:vol_24	444	2
journal_of_discourses:vol_24	471	2
journal_of_discourses:vol_24	480	2
journal_of_discourses:vol_24	788	2
journal_of_discourses:vol_25	46	2
journal_of_discourses:vol_25	49	2
journal_of_discourses:vol_25	69	2
journal_of_discourses:vol_25	87	2
journal_of_discourses:vol_25	129	2
journal_of_discourses:vol_25	227	2
journal_of_discourses:vol_25	245	2
journal_of_discourses:vol_25	270	2
journal_of_discourses:vol_25	275	2
journal_of_discourses:vol_25	278	2
journal_of_discourses:vol_25	288	2
journal_of_discourses:vol_25	329	2
journal_of_discourses:vol_25	353	2
journal_of_discourses:vol_25	412	2
journal_of_discourses:vol_25	444	2
journal_of_discourses:vol_25	604	2
journal_of_discourses:vol_25	608	2
journal_of_discourses:vol_25	614	2
journal_of_discourses:vol_25	656	2
journal_of_discourses:vol_25	705	2
journal_of_discourses:vol_25	735	2
journal_of_discourses:vol_25	791	2
journal_of_discourses:vol_25	807	2
journal_of_discourses:vol_25	820	2
journal_of_discourses:vol_26	49	2
journal_of_discourses:vol_26	54	2
journal_of_discourses:vol_26	88	2
journal_of_discourses:vol_26	162	2
journal_of_discourses:vol_26	165	2
journal_of_discourses:vol_26	169	2
journal_of_discourses:vol_26	182	2
journal_of_discourses:vol_26	188	2
journal_of_discourses:vol_26	214	2
journal_of_discourses:vol_26	254	2
journal_of_discourses:vol_26	291	2
journal_of_discourses:vol_26	415	2
journal_of_discourses:vol_26	562	2
journal_of_discourses:vol_26	565	2
journal_of_discourses:vol_26	566	2
journal_of_discourses:vol_26	599	2
journal_of_discourses:vol_26	600	2
journal_of_discourses:vol_26	651	2
journal_of_discourses:vol_26	751	2
journal_of_discourses:vol_26	811	2
journal_of_discourses:vol_26	821	2
millennial_star:millennial_star_1840_1859_1850_august_vol_21_no_33	32	2
millennial_star:millennial_star_1840_1859_1850_august_vol_21_no_33	34	2
millennial_star:millennial_star_1840_1859_1850_august_vol_21_no_33	62	2
millennial_star:millennial_star_1840_1859_1850_august_vol_21_no_33	78	2
millennial_star:millennial_star_1840_1859_1850_august_vol_21_no_33	271	2
millennial_star:millennial_star_1840_1859_1850_february_vol_17_no_05	4	2
millennial_star:millennial_star_1840_1859_1850_february_vol_17_no_05	5	2
millennial_star:millennial_star_1840_1859_1850_may_vol_18_no_22	222	2
millennial_star:millennial_star_1840_1859_1850_may_vol_18_no_22	226	2
millennial_star:millennial_star_1840_1859_1850_may_vol_18_no_22	307	2
millennial_star:millennial_star_1840_1859_1850_may_vol_18_no_22	534	2
millennial_star:millennial_star_1840_1859_1850_october_vol_18_no_42	37	2
millennial_star:millennial_star_1840_1859_1852_april_vol_14_no_09	76	2
millennial_star:millennial_star_1840_1859_1852_april_vol_14_no_09	410	2
millennial_star:millennial_star_1840_1859_1852_april_vol_14_no_09	412	2
millennial_star:millennial_star_1840_1859_1852_april_vol_14_no_09	497	2
millennial_star:millennial_star_1840_1859_1852_april_vol_14_no_09	936	2
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_43	77	2
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	19	2
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	152	2
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	264	2
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	275	2
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	486	2
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	505	2
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	511	2
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	537	2
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	755	2
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	1009	2
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	1012	2
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	1086	2
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	1090	2
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	1123	2
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	1215	2
millennial_star:millennial_star_1840_1859_1852_july_vol_14_no_21	222	2
millennial_star:millennial_star_1840_1859_1852_july_vol_14_no_21	449	2
millennial_star:millennial_star_1840_1859_1852_july_vol_14_no_21	482	2
millennial_star:millennial_star_1840_1859_1852_july_vol_14_no_21	522	2
millennial_star:millennial_star_1840_1859_1852_november_vol_14_no_04	13	2
millennial_star:millennial_star_1840_1859_1852_november_vol_14_no_04	321	2
millennial_star:millennial_star_1840_1859_1852_november_vol_14_no_04	328	2
millennial_star:millennial_star_1840_1859_1853_august_vol_15_no_33	107	2
millennial_star:millennial_star_1840_1859_1853_june_vol_02_no_25	624	2
millennial_star:millennial_star_1840_1859_1853_september_vol_15_no_36	221	2
millennial_star:millennial_star_1840_1859_1854_february_vol_16_no_05	1299	2
millennial_star:millennial_star_1840_1859_1856_may_vol_18_no_20	27	2
millennial_star:millennial_star_1840_1859_1857_april_vol_19_no_17	209	2
millennial_star:millennial_star_1840_1859_1857_april_vol_19_no_17	2162	2
millennial_star:millennial_star_1840_1859_1858_march_vol_20_no_12	179	2
millennial_star:millennial_star_1840_1859_1859_december_vol_21_no_53	1175	2
millennial_star:millennial_star_1840_1859_1859_december_vol_21_no_53	5178	2
millennial_star:millennial_star_1840_1859_1859_december_vol_21_no_53	5881	2
millennial_star:millennial_star_1840_1859_1859_december_vol_21_no_53	10661	2
millennial_star:millennial_star_1840_1859_1859_december_vol_21_no_53	13960	2
millennial_star:millennial_star_1840_1859_1859_december_vol_21_no_53	15614	2
millennial_star:millennial_star_1840_1859_1859_december_vol_21_no_53	19519	2
pioneer_journals:lucy_mack_smith_history	287	2
pioneer_journals:lucy_mack_smith_history	575	2
pioneer_journals:lucy_mack_smith_history	621	2
pioneer_journals:lucy_mack_smith_history	675	2
pioneer_journals:lucy_mack_smith_history	987	2
pioneer_journals:lucy_mack_smith_history	1168	2
pioneer_journals:wilford_woodruff_journals	88	2
pioneer_journals:wilford_woodruff_journals	180	2
pioneer_journals:wilford_woodruff_journals	227	2
pioneer_journals:wilford_woodruff_journals	270	2
pioneer_journals:wilford_woodruff_journals	465	2
pioneer_journals:wilford_woodruff_journals	477	2
pioneer_journals:wilford_woodruff_journals	494	2
pioneer_journals:wilford_woodruff_journals	710	2
pioneer_journals:wilford_woodruff_journals	734	2
pioneer_journals:wilford_woodruff_journals	753	2
pioneer_journals:wilford_woodruff_journals	853	2
pioneer_journals:wilford_woodruff_journals	969	2
pioneer_journals:wilford_woodruff_journals	983	2
pioneer_journals:wilford_woodruff_journals	1142	2
pioneer_journals:wilford_woodruff_journals	1282	2
pioneer_journals:wilford_woodruff_journals	1380	2
pioneer_journals:wilford_woodruff_journals	1408	2
pioneer_journals:wilford_woodruff_journals	1497	2
pioneer_journals:wilford_woodruff_journals	1739	2
pioneer_journals:wilford_woodruff_journals	1740	2
pioneer_journals:wilford_woodruff_journals	1746	2
pioneer_journals:wilford_woodruff_journals	2001	2
pioneer_journals:wilford_woodruff_journals	2141	2
pioneer_journals:wilford_woodruff_journals	2238	2
pioneer_journals:wilford_woodruff_journals	2466	2
pioneer_journals:wilford_woodruff_journals	2611	2
pioneer_journals:wilford_woodruff_journals	2851	2
pioneer_journals:wilford_woodruff_journals	2913	2
pioneer_journals:wilford_woodruff_journals	2929	2
pioneer_journals:wilford_woodruff_journals	2935	2
pioneer_journals:wilford_woodruff_journals	2943	2
pioneer_journals:wilford_woodruff_journals	2956	2
pioneer_journals:wilford_woodruff_journals	2960	2
times_and_seasons:times_and_seasons_1839_1846_1839_december_vol_04_no_02	24	2
times_and_seasons:times_and_seasons_1839_1846_1839_december_vol_04_no_02	111	2
times_and_seasons:times_and_seasons_1839_1846_1839_december_vol_04_no_02	117	2
times_and_seasons:times_and_seasons_1839_1846_1839_july_vol_01_no_01	2	2
times_and_seasons:times_and_seasons_1839_1846_1839_july_vol_01_no_01	38	2
times_and_seasons:times_and_seasons_1839_1846_1839_july_vol_01_no_01	133	2
times_and_seasons:times_and_seasons_1839_1846_1839_july_vol_01_no_01	194	2
times_and_seasons:times_and_seasons_1839_1846_1840_april_vol_01_no_06	80	2
times_and_seasons:times_and_seasons_1839_1846_1840_april_vol_01_no_06	197	2
times_and_seasons:times_and_seasons_1839_1846_1840_april_vol_01_no_06	480	2
times_and_seasons:times_and_seasons_1839_1846_1840_april_vol_01_no_06	612	2
times_and_seasons:times_and_seasons_1839_1846_1840_april_vol_01_no_06	663	2
times_and_seasons:times_and_seasons_1839_1846_1840_april_vol_01_no_06	683	2
times_and_seasons:times_and_seasons_1839_1846_1840_december_vol_02_no_04	56	2
times_and_seasons:times_and_seasons_1839_1846_1840_december_vol_02_no_04	97	2
times_and_seasons:times_and_seasons_1839_1846_1840_february_vol_01_no_04	3	2
times_and_seasons:times_and_seasons_1839_1846_1840_march_vol_01_no_05	92	2
times_and_seasons:times_and_seasons_1839_1846_1840_march_vol_01_no_05	114	2
times_and_seasons:times_and_seasons_1839_1846_1840_september_vol_01_no_11	28	2
times_and_seasons:times_and_seasons_1839_1846_1840_september_vol_01_no_11	54	2
times_and_seasons:times_and_seasons_1839_1846_1840_september_vol_01_no_11	62	2
times_and_seasons:times_and_seasons_1839_1846_1840_september_vol_01_no_11	94	2
times_and_seasons:times_and_seasons_1839_1846_1840_september_vol_01_no_11	114	2
times_and_seasons:times_and_seasons_1839_1846_1840_september_vol_01_no_11	288	2
times_and_seasons:times_and_seasons_1839_1846_1840_september_vol_01_no_11	348	2
times_and_seasons:times_and_seasons_1839_1846_1840_september_vol_01_no_11	363	2
times_and_seasons:times_and_seasons_1839_1846_1840_september_vol_01_no_11	433	2
times_and_seasons:times_and_seasons_1839_1846_1841_april_vol_02_no_11	41	2
times_and_seasons:times_and_seasons_1839_1846_1841_april_vol_02_no_11	113	2
times_and_seasons:times_and_seasons_1839_1846_1841_april_vol_02_no_11	138	2
times_and_seasons:times_and_seasons_1839_1846_1841_april_vol_02_no_11	183	2
times_and_seasons:times_and_seasons_1839_1846_1841_april_vol_02_no_11	329	2
times_and_seasons:times_and_seasons_1839_1846_1841_january_vol_02_no_05	116	2
times_and_seasons:times_and_seasons_1839_1846_1841_january_vol_02_no_06	6	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	8	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	364	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	513	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	606	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	661	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	732	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	1207	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	1219	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	1220	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	1369	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	1503	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	1667	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	1866	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	1980	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2007	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2071	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2244	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2558	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2573	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2688	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2690	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2707	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2887	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	3033	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	3179	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	3205	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	3340	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	3527	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	3719	2
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	3948	2
times_and_seasons:times_and_seasons_1839_1846_1841_march_vol_02_no_09	27	2
times_and_seasons:times_and_seasons_1839_1846_1841_march_vol_02_no_09	92	2
times_and_seasons:times_and_seasons_1839_1846_1841_march_vol_02_no_09	197	2
times_and_seasons:times_and_seasons_1839_1846_1841_march_vol_02_no_09	253	2
times_and_seasons:times_and_seasons_1839_1846_1841_march_vol_02_no_09	260	2
times_and_seasons:times_and_seasons_1839_1846_1842_july_vol_03_no_17	1129	2
times_and_seasons:times_and_seasons_1839_1846_1842_july_vol_03_no_17	3738	2
times_and_seasons:times_and_seasons_1839_1846_1842_july_vol_03_no_17	4005	2
times_and_seasons:times_and_seasons_1839_1846_1842_july_vol_03_no_17	4086	2
times_and_seasons:times_and_seasons_1839_1846_1842_july_vol_03_no_17	4457	2
times_and_seasons:times_and_seasons_1839_1846_1842_july_vol_03_no_17	4465	2
times_and_seasons:times_and_seasons_1839_1846_1842_july_vol_03_no_17	4532	2
times_and_seasons:times_and_seasons_1839_1846_1844_august_vol_05_no_34	61	2
times_and_seasons:times_and_seasons_1839_1846_1844_august_vol_05_no_34	168	2
times_and_seasons:times_and_seasons_1839_1846_1844_august_vol_05_no_34	430	2
times_and_seasons:times_and_seasons_1839_1846_1844_january_vol_05_no_02	34	2
times_and_seasons:times_and_seasons_1839_1846_1844_january_vol_05_no_02	226	2
times_and_seasons:times_and_seasons_1839_1846_1844_january_vol_05_no_02	261	2
times_and_seasons:times_and_seasons_1839_1846_1844_january_vol_05_no_02	308	2
times_and_seasons:times_and_seasons_1839_1846_1844_march_vol_05_no_00	805	2
times_and_seasons:times_and_seasons_1839_1846_1844_march_vol_05_no_00	1108	2
times_and_seasons:times_and_seasons_1839_1846_1844_november_vol_05_no_21	476	2
times_and_seasons:times_and_seasons_1839_1846_1844_november_vol_05_no_21	839	2
times_and_seasons:times_and_seasons_1839_1846_1844_november_vol_05_no_21	1531	2
times_and_seasons:times_and_seasons_1839_1846_1844_november_vol_05_no_21	1886	2
times_and_seasons:times_and_seasons_1839_1846_1844_november_vol_05_no_21	2395	2
times_and_seasons:times_and_seasons_1839_1846_1844_november_vol_05_no_21	2474	2
times_and_seasons:times_and_seasons_1839_1846_1844_november_vol_05_no_21	2476	2
times_and_seasons:times_and_seasons_1839_1846_1844_november_vol_05_no_21	2694	2
times_and_seasons:times_and_seasons_1839_1846_1844_november_vol_05_no_21	2696	2
times_and_seasons:times_and_seasons_1839_1846_1845_december_vol_06_no_19	496	2
times_and_seasons:times_and_seasons_1839_1846_1845_july_vol_06_no_120	25	2
times_and_seasons:times_and_seasons_1839_1846_1845_july_vol_06_no_13	384	2
times_and_seasons:times_and_seasons_1839_1846_1845_july_vol_06_no_13	502	2
times_and_seasons:times_and_seasons_1839_1846_1845_july_vol_06_no_13	641	2
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	53	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	57	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	74	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	81	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	94	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	100	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	105	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	119	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	133	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	159	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	161	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	190	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	203	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	205	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	207	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	209	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	228	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	238	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	281	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	282	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	294	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	299	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	335	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	347	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	382	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	390	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	392	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	395	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	422	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	443	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	485	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	491	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	505	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	516	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	527	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	578	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	598	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	605	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	609	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	627	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	640	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	658	1
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	663	1
church_fathers:anf_vol1	31	1
church_fathers:anf_vol1	51	1
church_fathers:anf_vol1	76	1
church_fathers:anf_vol1	100	1
church_fathers:anf_vol1	103	1
church_fathers:anf_vol1	139	1
church_fathers:anf_vol1	155	1
church_fathers:anf_vol1	171	1
church_fathers:anf_vol1	178	1
church_fathers:anf_vol1	298	1
church_fathers:anf_vol1	353	1
church_fathers:anf_vol1	386	1
church_fathers:anf_vol1	393	1
church_fathers:anf_vol1	394	1
church_fathers:anf_vol1	459	1
church_fathers:anf_vol1	506	1
church_fathers:anf_vol1	507	1
church_fathers:anf_vol1	536	1
church_fathers:anf_vol1	548	1
church_fathers:anf_vol1	609	1
church_fathers:anf_vol1	679	1
church_fathers:anf_vol1	683	1
church_fathers:anf_vol1	721	1
church_fathers:anf_vol1	799	1
church_fathers:anf_vol2	34	1
church_fathers:anf_vol2	48	1
church_fathers:anf_vol2	53	1
church_fathers:anf_vol2	95	1
church_fathers:anf_vol2	121	1
church_fathers:anf_vol2	162	1
church_fathers:anf_vol2	167	1
church_fathers:anf_vol2	182	1
church_fathers:anf_vol2	190	1
church_fathers:anf_vol2	222	1
church_fathers:anf_vol2	224	1
church_fathers:anf_vol2	233	1
church_fathers:anf_vol2	271	1
church_fathers:anf_vol2	273	1
church_fathers:anf_vol2	313	1
church_fathers:anf_vol2	335	1
church_fathers:anf_vol2	336	1
church_fathers:anf_vol2	366	1
church_fathers:anf_vol2	387	1
church_fathers:anf_vol2	388	1
church_fathers:anf_vol2	419	1
church_fathers:anf_vol2	421	1
church_fathers:anf_vol2	436	1
church_fathers:anf_vol2	438	1
church_fathers:anf_vol2	522	1
church_fathers:anf_vol2	531	1
church_fathers:anf_vol2	616	1
church_fathers:anf_vol4	64	1
church_fathers:anf_vol4	105	1
church_fathers:anf_vol4	197	1
church_fathers:anf_vol4	227	1
church_fathers:anf_vol4	280	1
church_fathers:anf_vol4	311	1
church_fathers:anf_vol4	372	1
church_fathers:anf_vol4	426	1
church_fathers:anf_vol4	483	1
church_fathers:anf_vol4	553	1
church_fathers:anf_vol4	608	1
church_fathers:anf_vol4	624	1
church_fathers:anf_vol4	655	1
church_fathers:anf_vol4	817	1
church_fathers:anf_vol4	818	1
church_fathers:anf_vol4	830	1
church_fathers:anf_vol4	918	1
church_fathers:anf_vol4	1029	1
church_fathers:anf_vol4	1091	1
church_fathers:anf_vol4	1105	1
church_fathers:anf_vol4	1154	1
church_fathers:anf_vol4	1163	1
church_fathers:anf_vol4	1266	1
church_fathers:anf_vol5	115	1
church_fathers:anf_vol5	119	1
church_fathers:anf_vol5	170	1
church_fathers:anf_vol5	172	1
church_fathers:anf_vol5	180	1
church_fathers:anf_vol5	201	1
church_fathers:anf_vol5	210	1
church_fathers:anf_vol6	8	1
church_fathers:anf_vol6	9	1
church_fathers:anf_vol6	14	1
church_fathers:anf_vol6	43	1
church_fathers:anf_vol6	47	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	15	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	21	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	67	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	79	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	89	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	116	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	121	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	125	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	164	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	194	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	226	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	251	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	256	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	264	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	267	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	273	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	277	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	282	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	288	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	308	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	322	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	338	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	357	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	364	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	377	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	382	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	393	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	395	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	400	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	418	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	427	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	428	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	430	1
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	435	1
