# doc_id	para_idx	verses
# source=library/source_links.json
# threshold=build_graph.MIN_SCORE (default 0.25 unless graphs were rebuilt with --min-score)
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	1335	6
millennial_star:millennial_star_1840_1859_1852_july_vol_14_no_21	59	6
millennial_star:millennial_star_1840_1859_1852_july_vol_14_no_21	149	6
millennial_star:millennial_star_1840_1859_1852_july_vol_14_no_21	518	6
millennial_star:millennial_star_1840_1859_1852_june_vol_25_no_17	89	6
millennial_star:millennial_star_1840_1859_1852_june_vol_25_no_17	154	6
millennial_star:millennial_star_1840_1859_1852_june_vol_25_no_17	157	6
millennial_star:millennial_star_1840_1859_1852_june_vol_25_no_17	410	6
millennial_star:millennial_star_1840_1859_1853_november_vol_15_no_04	626	6
millennial_star:millennial_star_1840_1859_1853_november_vol_15_no_04	1271	6
millennial_star:millennial_star_1840_1859_1853_november_vol_15_no_04	1825	6
millennial_star:millennial_star_1840_1859_1853_november_vol_15_no_04	2106	6
millennial_star:millennial_star_1840_1859_1857_december_vol_19_no_52	174	6
millennial_star:millennial_star_1840_1859_1858_february_vol_20_no_09	190	6
millennial_star:millennial_star_1840_1859_1859_december_vol_21_no_53	122	6
millennial_star:millennial_star_1840_1859_1859_december_vol_21_no_53	948	6
millennial_star:millennial_star_1840_1859_1859_december_vol_21_no_53	2629	6
millennial_star:millennial_star_1840_1859_1859_december_vol_21_no_53	3489	6
millennial_star:millennial_star_1840_1859_1859_december_vol_21_no_53	13450	6
pioneer_journals:wilford_woodruff_journals	763	6
times_and_seasons:times_and_seasons_1839_1846_1839_december_vol_04_no_02	30	6
times_and_seasons:times_and_seasons_1839_1846_1839_december_vol_04_no_02	72	6
times_and_seasons:times_and_seasons_1839_1846_1839_december_vol_04_no_02	74	6
times_and_seasons:times_and_seasons_1839_1846_1839_december_vol_04_no_02	78	6
times_and_seasons:times_and_seasons_1839_1846_1839_july_vol_01_no_01	35	6
times_and_seasons:times_and_seasons_1839_1846_1839_july_vol_01_no_01	182	6
times_and_seasons:times_and_seasons_1839_1846_1840_january_vol_01_no_03	11	6
times_and_seasons:times_and_seasons_1839_1846_1840_september_vol_01_no_11	19	6
times_and_seasons:times_and_seasons_1839_1846_1841_april_vol_02_no_11	326	6
times_and_seasons:times_and_seasons_1839_1846_1841_april_vol_02_no_11	355	6
times_and_seasons:times_and_seasons_1839_1846_1841_april_vol_02_no_11	589	6
times_and_seasons:times_and_seasons_1839_1846_1841_april_vol_02_no_11	658	6
times_and_seasons:times_and_seasons_1839_1846_1841_february_vol_02_no_07	40	6
times_and_seasons:times_and_seasons_1839_1846_1841_february_vol_02_no_07	101	6
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	368	6
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	488	6
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	610	6
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	618	6
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	674	6
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	1581	6
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	1938	6
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2288	6
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2830	6
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2923	6
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2946	6
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	3104	6
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	3244	6
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	3743	6
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	3926	6
times_and_seasons:times_and_seasons_1839_1846_1841_march_vol_02_no_09	224	6
times_and_seasons:times_and_seasons_1839_1846_1841_march_vol_02_no_09	259	6
times_and_seasons:times_and_seasons_1839_1846_1844_january_vol_05_no_02	23	6
times_and_seasons:times_and_seasons_1839_1846_1844_march_vol_05_no_00	1131	6
times_and_seasons:times_and_seasons_1839_1846_1844_november_vol_05_no_21	893	6
times_and_seasons:times_and_seasons_1839_1846_1844_november_vol_05_no_21	1858	6
times_and_seasons:times_and_seasons_1839_1846_1845_july_vol_06_no_120	138	6
times_and_seasons:times_and_seasons_1839_1846_1845_november_vol_06_no_17	220	6
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	569	5
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	456	5
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	487	5
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	497	5
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	734	5
church_fathers:the_anti_pelagian_writings_volume_6_first_series_of_the_nicene_and_post_nicene_fathers	425	5
church_fathers:the_apostolic_fathers	183	5
church_fathers:the_apostolic_fathers	205	5
general_conference:general_conference_2017_10_love_one_another_as_he_has_loved_us	1	5
gutenberg_lds:brigham_young_discourses	1126	5
gutenberg_lds:brigham_young_discourses	1854	5
gutenberg_lds:brigham_young_discourses	1885	5
gutenberg_lds:brigham_young_discourses	2147	5
gutenberg_lds:brigham_young_discourses	2182	5
gutenberg_lds:brigham_young_discourses	2241	5
gutenberg_lds:brigham_young_discourses	2342	5
gutenberg_lds:brigham_young_discourses	2354	5
gutenberg_lds:brigham_young_discourses	2581	5
gutenberg_lds:lucy_mack_smith	709	5
gutenberg_lds:parley_pratt	976	5
gutenberg_lds:parley_pratt	1271	5
history_of_church:vol1	122	5
history_of_church:vol1	338	5
history_of_church:vol1	973	5
history_of_church:vol1	1139	5
history_of_church:vol1	1189	5
history_of_church:vol1	1573	5
history_of_church:vol1	1662	5
history_of_church:vol1	1998	5
history_of_church:vol1	2554	5
history_of_church:vol1	2686	5
history_of_church:vol1	2715	5
history_of_church:vol1	2809	5
history_of_church:vol1	2814	5
history_of_church:vol1	3196	5
history_of_church:vol1	3229	5
history_of_church:vol1	3266	5
history_of_church:vol1	3301	5
history_of_church:vol1	3516	5
history_of_church:vol1	3542	5
history_of_church:vol1	3859	5
history_of_church:vol1	3902	5
history_of_church:vol2	800	5
joseph_smith_papers:history_vol_a1	42	5
joseph_smith_papers:history_vol_a1	184	5
joseph_smith_papers:journal_1832_1834	40	5
joseph_smith_papers:lectures_on_faith	125	5
joseph_smith_papers:lectures_on_faith	151	5
joseph_smith_papers:lectures_on_faith	217	5
joseph_smith_papers:lectures_on_faith	218	5
joseph_smith_papers:lectures_on_faith	223	5
joseph_smith_papers:lectures_on_faith	251	5
journal_of_discourses:vol_01	515	5
journal_of_discourses:vol_02	118	5
journal_of_discourses:vol_02	203	5
journal_of_discourses:vol_02	469	5
journal_of_discourses:vol_04	432	5
journal_of_discourses:vol_04	441	5
journal_of_discourses:vol_05	328	5
journal_of_discourses:vol_05	486	5
journal_of_discourses:vol_10	587	5
journal_of_discourses:vol_10	714	5
journal_of_discourses:vol_10	765	5
journal_of_discourses:vol_11	437	5
journal_of_discourses:vol_12	557	5
journal_of_discourses:vol_12	559	5
journal_of_discourses:vol_12	633	5
journal_of_discourses:vol_12	872	5
journal_of_discourses:vol_13	137	5
journal_of_discourses:vol_15	249	5
journal_of_discourses:vol_16	129	5
journal_of_discourses:vol_17	176	5
journal_of_discourses:vol_17	278	5
journal_of_discourses:vol_17	665	5
journal_of_discourses:vol_18	50	5
journal_of_discourses:vol_18	206	5
journal_of_discourses:vol_18	638	5
journal_of_discourses:vol_19	135	5
journal_of_discourses:vol_20	406	5
journal_of_discourses:vol_20	422	5
journal_of_discourses:vol_21	254	5
journal_of_discourses:vol_21	440	5
journal_of_discourses:vol_21	631	5
journal_of_discourses:vol_21	803	5
journal_of_discourses:vol_22	442	5
journal_of_discourses:vol_23	700	5
journal_of_discourses:vol_24	214	5
journal_of_discourses:vol_25	66	5
journal_of_discourses:vol_25	798	5
journal_of_discourses:vol_26	63	5
journal_of_discourses:vol_26	89	5
journal_of_discourses:vol_26	564	5
millennial_star:millennial_star_1840_1859_1850_august_vol_21_no_33	198	5
millennial_star:millennial_star_1840_1859_1850_august_vol_21_no_33	243	5
millennial_star:millennial_star_1840_1859_1850_february_vol_17_no_05	6	5
millennial_star:millennial_star_1840_1859_1850_october_vol_18_no_42	9	5
millennial_star:millennial_star_1840_1859_1850_october_vol_18_no_42	19	5
millennial_star:millennial_star_1840_1859_1852_april_vol_14_no_09	147	5
millennial_star:millennial_star_1840_1859_1852_april_vol_14_no_09	154	5
millennial_star:millennial_star_1840_1859_1852_april_vol_14_no_09	1089	5
millennial_star:millennial_star_1840_1859_1852_august_vol_14_no_26	35	5
millennial_star:millennial_star_1840_1859_1852_august_vol_14_no_27	58	5
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_43	131	5
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	125	5
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	383	5
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	503	5
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	560	5
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	613	5
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	836	5
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	1107	5
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	1124	5
millennial_star:millennial_star_1840_1859_1852_july_vol_14_no_21	14	5
millennial_star:millennial_star_1840_1859_1852_june_vol_25_no_17	68	5
millennial_star:millennial_star_1840_1859_1854_june_vol_16_no_24	943	5
millennial_star:millennial_star_1840_1859_1855_august_vol_17_no_33	142	5
millennial_star:millennial_star_1840_1859_1856_december_vol_18_no_49	54	5
millennial_star:millennial_star_1840_1859_1858_september_vol_20_no_36	17	5
millennial_star:millennial_star_1840_1859_1859_december_vol_21_no_53	937	5
millennial_star:millennial_star_1840_1859_1859_december_vol_21_no_53	2062	5
millennial_star:millennial_star_1840_1859_1859_december_vol_21_no_53	9199	5
pioneer_journals:wilford_woodruff_journals	140	5
pioneer_journals:wilford_woodruff_journals	2933	5
times_and_seasons:times_and_seasons_1839_1846_1839_december_vol_04_no_02	19	5
times_and_seasons:times_and_seasons_1839_1846_1839_december_vol_04_no_02	65	5
times_and_seasons:times_and_seasons_1839_1846_1839_december_vol_04_no_02	88	5
times_and_seasons:times_and_seasons_1839_1846_1839_july_vol_01_no_01	31	5
times_and_seasons:times_and_seasons_1839_1846_1839_july_vol_01_no_01	65	5
times_and_seasons:times_and_seasons_1839_1846_1839_july_vol_01_no_01	180	5
times_and_seasons:times_and_seasons_1839_1846_1839_july_vol_01_no_01	197	5
times_and_seasons:times_and_seasons_1839_1846_1840_april_vol_01_no_06	75	5
times_and_seasons:times_and_seasons_1839_1846_1840_february_vol_01_no_04	30	5
times_and_seasons:times_and_seasons_1839_1846_1840_february_vol_01_no_04	31	5
times_and_seasons:times_and_seasons_1839_1846_1840_february_vol_01_no_04	56	5
times_and_seasons:times_and_seasons_1839_1846_1840_january_vol_01_no_03	93	5
times_and_seasons:times_and_seasons_1839_1846_1840_september_vol_01_no_11	96	5
times_and_seasons:times_and_seasons_1839_1846_1841_april_vol_02_no_11	9	5
times_and_seasons:times_and_seasons_1839_1846_1841_april_vol_02_no_11	27	5
times_and_seasons:times_and_seasons_1839_1846_1841_april_vol_02_no_11	268	5
times_and_seasons:times_and_seasons_1839_1846_1841_april_vol_02_no_11	349	5
times_and_seasons:times_and_seasons_1839_1846_1841_february_vol_02_no_07	18	5
times_and_seasons:times_and_seasons_1839_1846_1841_february_vol_02_no_07	33	5
times_and_seasons:times_and_seasons_1839_1846_1841_february_vol_02_no_07	173	5
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	129	5
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	301	5
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	1171	5
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	1218	5
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	1223	5
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	1259	5
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	1669	5
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	1936	5
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2262	5
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2380	5
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2697	5
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2878	5
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2916	5
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2934	5
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	3188	5
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	3846	5
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	3929	5
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	3931	5
times_and_seasons:times_and_seasons_1839_1846_1841_march_vol_02_no_09	100	5
times_and_seasons:times_and_seasons_1839_1846_1842_july_vol_03_no_17	4775	5
times_and_seasons:times_and_seasons_1839_1846_1844_november_vol_05_no_21	205	5
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	60	4
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	77	4
church_fathers:a_select_library_of_the_nicene_and_post_nicene_fathers_of_the_christian_church	83	4
church_fathers:anf_vol1	591	4
church_fathers:anf_vol1	689	4
church_fathers:anf_vol2	57	4
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	180	4
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	319	4
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	333	4
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	503	4
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	741	4
church_fathers:the_ante_nicene_fathers_translations_of_the_writings_of_the_fathers_down_to_a_d_325	822	4
church_fathers:the_anti_pelagian_writings_volume_6_first_series_of_the_nicene_and_post_nicene_fathers	432	4
church_fathers:the_apostolic_fathers	78	4
church_fathers:the_apostolic_fathers	464	4
general_conference:general_conference_1971_04_my_brothers_keeper	1	4
general_conference:general_conference_1979_04_and_peter_went_out_and_wept_bitterly	1	4
general_conference:general_conference_1990_04_thus_shall_my_church_be_called	1	4
general_conference:general_conference_1990_10_follow_the_prophets	1	4
general_conference:general_conference_1991_10_strengthen_the_feeble_knees	1	4
general_conference:general_conference_1994_04_faith_in_the_lord_jesus_christ	1	4
general_conference:general_conference_1996_04_if_thou_wilt_enter_into_life_keep_the_commandments	1	4
general_conference:general_conference_1999_04_made_like_unto_the_son_of_god	1	4
general_conference:general_conference_1999_10_serving_the_lord	1	4
general_conference:general_conference_2015_10_the_pleasing_word_of_god	1	4
general_conference:general_conference_2017_10_by_divine_design	1	4
general_conference:general_conference_2019_04_53gong	1	4
gutenberg_lds:brigham_young_discourses	40	4
gutenberg_lds:brigham_young_discourses	460	4
gutenberg_lds:brigham_young_discourses	639	4
gutenberg_lds:brigham_young_discourses	646	4
gutenberg_lds:brigham_young_discourses	984	4
gutenberg_lds:brigham_young_discourses	1277	4
gutenberg_lds:brigham_young_discourses	1450	4
gutenberg_lds:brigham_young_discourses	1545	4
gutenberg_lds:brigham_young_discourses	1570	4
gutenberg_lds:brigham_young_discourses	1789	4
gutenberg_lds:brigham_young_discourses	1850	4
gutenberg_lds:brigham_young_discourses	1855	4
gutenberg_lds:brigham_young_discourses	2159	4
gutenberg_lds:brigham_young_discourses	2622	4
gutenberg_lds:jesus_the_christ_a_study_of_the_messiah_and_his_mission_according_to_holy_scriptures_both_ancient_and_modern	15	4
gutenberg_lds:jesus_the_christ_a_study_of_the_messiah_and_his_mission_according_to_holy_scriptures_both_ancient_and_modern	40	4
gutenberg_lds:jesus_the_christ_a_study_of_the_messiah_and_his_mission_according_to_holy_scriptures_both_ancient_and_modern	55	4
gutenberg_lds:jesus_the_christ_a_study_of_the_messiah_and_his_mission_according_to_holy_scriptures_both_ancient_and_modern	97	4
gutenberg_lds:jesus_the_christ_a_study_of_the_messiah_and_his_mission_according_to_holy_scriptures_both_ancient_and_modern	135	4
gutenberg_lds:jesus_the_christ_a_study_of_the_messiah_and_his_mission_according_to_holy_scriptures_both_ancient_and_modern	214	4
gutenberg_lds:jesus_the_christ_a_study_of_the_messiah_and_his_mission_according_to_holy_scriptures_both_ancient_and_modern	222	4
gutenberg_lds:jesus_the_christ_a_study_of_the_messiah_and_his_mission_according_to_holy_scriptures_both_ancient_and_modern	613	4
gutenberg_lds:jesus_the_christ_a_study_of_the_messiah_and_his_mission_according_to_holy_scriptures_both_ancient_and_modern	640	4
gutenberg_lds:lucy_mack_smith	112	4
gutenberg_lds:lucy_mack_smith	188	4
gutenberg_lds:lucy_mack_smith	744	4
gutenberg_lds:lucy_mack_smith	924	4
gutenberg_lds:parley_pratt	187	4
gutenberg_lds:parley_pratt	698	4
gutenberg_lds:parley_pratt	1817	4
history_of_church:vol1	82	4
history_of_church:vol1	189	4
history_of_church:vol1	212	4
history_of_church:vol1	632	4
history_of_church:vol1	794	4
history_of_church:vol1	880	4
history_of_church:vol1	939	4
history_of_church:vol1	1310	4
history_of_church:vol1	1478	4
history_of_church:vol1	1657	4
history_of_church:vol1	2024	4
history_of_church:vol1	2807	4
history_of_church:vol1	3153	4
history_of_church:vol1	3190	4
history_of_church:vol1	3711	4
history_of_church:vol1	3945	4
history_of_church:vol1	4064	4
history_of_church:vol3	619	4
joseph_smith_papers:history_vol_a1	176	4
joseph_smith_papers:history_vol_a1	216	4
joseph_smith_papers:lectures_on_faith	17	4
joseph_smith_papers:lectures_on_faith	90	4
joseph_smith_papers:lectures_on_faith	141	4
journal_of_discourses:vol_01	608	4
journal_of_discourses:vol_02	79	4
journal_of_discourses:vol_02	105	4
journal_of_discourses:vol_04	415	4
journal_of_discourses:vol_04	430	4
journal_of_discourses:vol_04	901	4
journal_of_discourses:vol_05	33	4
journal_of_discourses:vol_05	689	4
journal_of_discourses:vol_06	650	4
journal_of_discourses:vol_07	132	4
journal_of_discourses:vol_07	432	4
journal_of_discourses:vol_07	496	4
journal_of_discourses:vol_07	576	4
journal_of_discourses:vol_08	383	4
journal_of_discourses:vol_08	505	4
journal_of_discourses:vol_09	426	4
journal_of_discourses:vol_09	643	4
journal_of_discourses:vol_09	650	4
journal_of_discourses:vol_10	643	4
journal_of_discourses:vol_10	644	4
journal_of_discourses:vol_11	78	4
journal_of_discourses:vol_11	302	4
journal_of_discourses:vol_11	496	4
journal_of_discourses:vol_12	154	4
journal_of_discourses:vol_12	586	4
journal_of_discourses:vol_12	795	4
journal_of_discourses:vol_13	73	4
journal_of_discourses:vol_13	165	4
journal_of_discourses:vol_15	142	4
journal_of_discourses:vol_15	163	4
journal_of_discourses:vol_15	761	4
journal_of_discourses:vol_16	762	4
journal_of_discourses:vol_16	781	4
journal_of_discourses:vol_17	688	4
journal_of_discourses:vol_18	42	4
journal_of_discourses:vol_18	327	4
journal_of_discourses:vol_18	401	4
journal_of_discourses:vol_18	747	4
journal_of_discourses:vol_18	809	4
journal_of_discourses:vol_19	387	4
journal_of_discourses:vol_19	477	4
journal_of_discourses:vol_19	716	4
journal_of_discourses:vol_20	418	4
journal_of_discourses:vol_20	752	4
journal_of_discourses:vol_21	8	4
journal_of_discourses:vol_21	251	4
journal_of_discourses:vol_21	605	4
journal_of_discourses:vol_21	612	4
journal_of_discourses:vol_21	781	4
journal_of_discourses:vol_21	796	4
journal_of_discourses:vol_22	809	4
journal_of_discourses:vol_23	442	4
journal_of_discourses:vol_24	149	4
journal_of_discourses:vol_25	113	4
journal_of_discourses:vol_25	301	4
journal_of_discourses:vol_25	615	4
journal_of_discourses:vol_25	710	4
journal_of_discourses:vol_25	737	4
journal_of_discourses:vol_25	822	4
journal_of_discourses:vol_26	168	4
journal_of_discourses:vol_26	414	4
journal_of_discourses:vol_26	631	4
journal_of_discourses:vol_26	724	4
millennial_star:millennial_star_1840_1859_1850_august_vol_21_no_33	157	4
millennial_star:millennial_star_1840_1859_1850_august_vol_21_no_33	297	4
millennial_star:millennial_star_1840_1859_1850_february_vol_17_no_05	132	4
millennial_star:millennial_star_1840_1859_1850_june_vol_18_no_20	144	4
millennial_star:millennial_star_1840_1859_1850_may_vol_18_no_22	29	4
millennial_star:millennial_star_1840_1859_1850_may_vol_18_no_22	56	4
millennial_star:millennial_star_1840_1859_1850_may_vol_18_no_22	345	4
millennial_star:millennial_star_1840_1859_1852_april_vol_14_no_09	141	4
millennial_star:millennial_star_1840_1859_1852_april_vol_14_no_09	356	4
millennial_star:millennial_star_1840_1859_1852_april_vol_14_no_09	445	4
millennial_star:millennial_star_1840_1859_1852_april_vol_14_no_09	454	4
millennial_star:millennial_star_1840_1859_1852_april_vol_14_no_09	505	4
millennial_star:millennial_star_1840_1859_1852_april_vol_14_no_09	638	4
millennial_star:millennial_star_1840_1859_1852_april_vol_14_no_09	895	4
millennial_star:millennial_star_1840_1859_1852_april_vol_14_no_09	1059	4
millennial_star:millennial_star_1840_1859_1852_august_vol_14_no_25	115	4
millennial_star:millennial_star_1840_1859_1852_august_vol_14_no_27	2	4
millennial_star:millennial_star_1840_1859_1852_august_vol_14_no_27	60	4
millennial_star:millennial_star_1840_1859_1852_august_vol_14_no_27	94	4
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	34	4
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	291	4
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	425	4
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	668	4
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	680	4
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	881	4
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	904	4
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	941	4
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	983	4
millennial_star:millennial_star_1840_1859_1852_december_vol_14_no_44	1014	4
millennial_star:millennial_star_1840_1859_1852_july_vol_14_no_21	61	4
millennial_star:millennial_star_1840_1859_1852_november_vol_14_no_04	218	4
millennial_star:millennial_star_1840_1859_1853_june_vol_02_no_25	869	4
millennial_star:millennial_star_1840_1859_1854_september_vol_16_no_38	546	4
millennial_star:millennial_star_1840_1859_1856_december_vol_18_no_51	453	4
millennial_star:millennial_star_1840_1859_1857_march_vol_19_no_13	35	4
millennial_star:millennial_star_1840_1859_1857_september_vol_19_no_38	349	4
millennial_star:millennial_star_1840_1859_1859_december_vol_21_no_51	35	4
millennial_star:millennial_star_1840_1859_1859_december_vol_21_no_53	526	4
millennial_star:millennial_star_1840_1859_1859_december_vol_21_no_53	4525	4
millennial_star:millennial_star_1840_1859_1859_december_vol_21_no_53	19985	4
pioneer_journals:wilford_woodruff_journals	125	4
pioneer_journals:wilford_woodruff_journals	1670	4
pioneer_journals:wilford_woodruff_journals	2936	4
pioneer_journals:wilford_woodruff_journals	2944	4
pioneer_journals:wilford_woodruff_journals	2947	4
pioneer_journals:wilford_woodruff_journals	2948	4
times_and_seasons:times_and_seasons_1839_1846_1839_july_vol_01_no_01	152	4
times_and_seasons:times_and_seasons_1839_1846_1840_april_vol_01_no_06	70	4
times_and_seasons:times_and_seasons_1839_1846_1840_april_vol_01_no_06	245	4
times_and_seasons:times_and_seasons_1839_1846_1840_april_vol_01_no_06	379	4
times_and_seasons:times_and_seasons_1839_1846_1840_april_vol_01_no_06	400	4
times_and_seasons:times_and_seasons_1839_1846_1840_april_vol_01_no_06	632	4
times_and_seasons:times_and_seasons_1839_1846_1840_february_vol_01_no_04	57	4
times_and_seasons:times_and_seasons_1839_1846_1840_february_vol_01_no_04	62	4
times_and_seasons:times_and_seasons_1839_1846_1840_february_vol_01_no_04	87	4
times_and_seasons:times_and_seasons_1839_1846_1840_march_vol_01_no_05	75	4
times_and_seasons:times_and_seasons_1839_1846_1840_march_vol_01_no_05	90	4
times_and_seasons:times_and_seasons_1839_1846_1840_september_vol_01_no_11	323	4
times_and_seasons:times_and_seasons_1839_1846_1841_april_vol_02_no_11	18	4
times_and_seasons:times_and_seasons_1839_1846_1841_april_vol_02_no_11	140	4
times_and_seasons:times_and_seasons_1839_1846_1841_april_vol_02_no_11	172	4
times_and_seasons:times_and_seasons_1839_1846_1841_april_vol_02_no_11	369	4
times_and_seasons:times_and_seasons_1839_1846_1841_february_vol_02_no_07	175	4
times_and_seasons:times_and_seasons_1839_1846_1841_february_vol_02_no_07	250	4
times_and_seasons:times_and_seasons_1839_1846_1841_january_vol_02_no_06	62	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	39	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	296	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	332	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	397	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	483	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	558	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	767	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	1071	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	1356	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	1359	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	1687	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	1738	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2065	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2185	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2427	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2531	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2758	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2874	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2926	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	2955	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	3034	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	3189	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	3262	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	3922	4
times_and_seasons:times_and_seasons_1839_1846_1841_june_vol_02_no_15	3960	4
times_and_seasons:times_and_seasons_1839_1846_1841_march_vol_02_no_09	2	4
times_and_seasons:times_and_seasons_1839_1846_1841_march_vol_02_no_09	158	4
times_and_seasons:times_and_seasons_1839_1846_1841_march_vol_02_no_09	160	4
times_and_seasons:times_and_seasons_1839_1846_1842_july_vol_03_no_17	535	4
